Time,U0,U1,U2,U3,L0,L1,L2,L3,U1L1,U0L3,U0L0,U0L1,U0L2,U1L3,U1L2,U1L0,U2L2,U2L1,U2L3,U2L0,U3L0,U3L3,U3L1,U3L2
0.0,99.0,23.0,247.0,800.0,108.0,164.0,880.0,709.0,435.0,490.0,458.0,970.0,203.0,12.0,53.0,391.0,488.0,799.0,611.0,414.0,474.0,495.0,882.0,978.0
1e-05,98.8,22.9,246.8,798.8,109.3,165.6,876.2,708.2,435.3,489.1,458.2,969.7,204.2,12.0,52.9,390.9,489.6,798.1,611.4,413.1,473.5,496.3,881.3,979.1
2e-05,99.1,22.6,246.3,798.0,110.7,168.6,872.2,706.5,435.6,487.7,458.4,968.9,205.9,12.0,52.9,390.9,491.4,796.8,612.1,412.4,472.6,498.7,880.1,979.6
3.0000000000000004e-05,99.3,22.6,246.1,796.0,112.0,169.9,869.1,705.0,435.7,486.4,458.0,968.5,207.8,12.1,52.7,390.9,492.2,796.1,612.3,412.3,471.8,501.2,879.8,980.2
4e-05,98.7,22.6,245.6,794.9,113.0,171.5,866.9,702.4,435.8,486.0,457.8,968.1,209.4,12.1,52.7,390.8,493.2,795.6,612.5,412.1,471.3,504.0,879.0,979.8
5.000000000000001e-05,98.4,22.6,245.6,793.1,114.8,173.4,863.5,700.0,435.8,485.5,457.2,967.4,211.5,12.1,52.7,390.8,493.9,795.4,612.4,411.7,470.5,507.0,878.0,980.4
6.000000000000001e-05,98.7,22.6,244.7,792.0,116.1,174.8,860.4,698.7,436.0,484.1,457.3,967.1,212.8,12.1,52.6,390.7,495.1,795.7,612.4,411.1,469.8,509.7,876.4,981.1
7e-05,98.4,22.7,244.1,791.1,117.6,176.9,856.6,697.2,436.1,483.2,456.9,967.1,214.4,12.1,52.5,390.6,496.8,795.1,611.9,411.1,468.8,512.6,874.8,981.7
8e-05,98.1,22.6,244.0,790.3,118.6,180.0,853.2,695.2,436.3,482.3,457.2,966.9,215.5,12.1,52.4,390.6,498.1,793.5,612.6,410.8,467.8,514.8,873.3,982.8
9e-05,98.3,22.5,243.5,789.3,119.8,182.4,849.6,693.8,436.4,481.6,456.9,966.2,217.0,12.1,52.4,390.6,500.1,792.5,612.6,410.3,467.4,516.9,872.5,982.9
0.00010000000000000002,98.5,22.4,242.9,788.2,121.0,184.7,846.7,691.6,436.5,480.7,456.8,965.9,218.1,12.2,52.3,390.6,501.3,791.6,613.4,409.8,466.8,519.1,871.3,983.6
0.00011,98.6,22.4,242.0,787.6,122.6,186.1,843.5,690.4,436.5,480.1,456.7,965.3,219.3,12.2,52.3,390.6,502.9,791.5,613.8,408.8,466.3,520.5,870.6,984.0
0.00012000000000000002,98.5,22.1,242.1,786.9,124.0,188.1,840.3,689.2,436.5,478.8,456.6,965.4,220.7,12.4,52.4,390.6,504.3,790.5,613.7,408.4,465.4,522.9,869.5,984.3
0.00013,98.7,21.9,241.4,786.1,125.4,190.2,836.1,688.4,436.5,477.9,456.3,964.9,222.2,12.4,52.5,390.7,506.1,790.4,613.0,408.1,464.5,525.3,868.0,985.1
0.00014,98.8,21.9,241.4,784.2,127.1,192.8,831.4,687.0,436.8,476.6,456.2,964.4,224.0,12.3,52.5,390.5,507.8,789.1,613.4,407.3,463.9,527.7,866.9,986.3
0.00015,98.7,21.6,240.9,783.3,128.6,195.0,827.7,685.2,437.2,475.8,456.0,963.3,226.2,12.3,52.5,390.4,509.0,788.4,613.8,406.9,463.1,529.9,866.1,986.6
0.00016,98.6,21.7,240.2,783.0,129.4,197.3,825.0,683.8,437.2,474.9,456.0,963.1,227.4,12.4,52.3,390.4,510.2,787.6,614.5,406.5,462.7,531.4,864.8,987.1
0.00017,98.7,21.8,240.0,781.5,130.7,199.1,822.1,682.1,437.4,474.2,455.9,962.6,228.6,12.3,52.2,390.3,512.0,787.1,614.3,405.6,462.5,534.1,863.8,987.1
0.00018,98.7,22.0,239.7,780.1,132.3,201.1,819.4,679.7,437.4,473.7,455.7,962.2,229.7,12.3,52.0,390.3,513.3,786.6,614.3,405.1,461.6,537.0,862.7,987.6
0.00019000000000000004,98.7,21.8,239.7,779.1,133.5,203.6,815.4,678.8,437.6,472.6,455.6,961.8,231.3,12.4,51.9,390.3,514.8,785.5,614.7,404.3,461.3,538.5,861.5,988.6
0.00020000000000000004,98.2,21.9,239.6,777.5,134.4,206.2,812.3,676.3,437.7,472.3,455.5,961.6,232.4,12.3,51.9,390.2,516.1,784.4,614.9,404.0,460.9,541.2,860.1,989.3
0.00021000000000000006,97.8,21.8,239.4,776.5,135.5,208.4,808.2,675.4,437.8,471.6,455.5,961.1,234.0,12.3,52.0,390.1,518.2,783.6,614.4,403.4,460.5,543.3,859.1,989.6
0.00022,98.0,21.7,239.4,775.2,136.7,210.1,805.0,674.5,437.9,470.8,455.4,960.5,235.3,12.4,52.0,390.0,519.2,783.4,613.8,403.2,459.7,545.5,858.1,990.5
0.00023,98.2,21.6,239.1,774.0,137.2,211.7,801.9,674.1,437.9,469.7,455.5,960.3,236.3,12.6,51.9,390.0,520.3,783.0,613.7,402.9,459.4,546.9,857.1,991.6
0.00024000000000000003,98.1,21.6,238.6,773.1,139.0,213.3,798.9,672.2,438.1,469.1,455.5,959.9,237.4,12.6,51.9,389.8,521.3,782.7,614.0,402.4,458.3,549.1,856.0,992.5
0.00025000000000000006,98.3,21.7,238.1,772.0,140.6,215.3,795.8,670.4,438.2,468.4,455.3,959.5,238.5,12.6,51.8,389.7,522.7,782.2,614.3,401.7,457.7,551.3,854.8,993.2
0.00026,98.6,21.4,237.9,770.6,141.8,216.8,792.2,669.7,438.4,467.3,455.3,958.7,240.1,12.7,51.7,389.8,523.7,782.4,613.8,401.2,456.9,553.5,853.7,994.3
